Date,District,Street,Rooms,m2,Floor,Serie,Price
2025-06-19,центр,Чака 45,3,57,3/3,Рекон.,84000
2025-06-19,Югла,Юглас 3 k-1,2,55,6/9,Спец. пр.,52000
2025-06-19,Межапарк,Кокнесес пр. 4k-1,4,125,10/12,Нов.,209000
2025-06-19,Золитуде,Анниньмуйжас 20,3,81,2/4,Нов.,145900
2025-06-19,Дзегужкалнс,Морица 16,1,43,2/5,М. сем.,35900
2025-06-19,центр,Дунтес 28,6,262,15/15,Нов.,290000
2025-06-19,Межциемс,Бикерниеку 218,2,54,2/5,103-я,35500
2025-06-19,Агенскалнс,Даугавгривас 68a,2,68,4/5,Сталинка,78000
2025-06-19,Дзегужкалнс,Даугавгривас 68a,2,68,4/5,Сталинка,78000
2025-06-19,центр,Ганибу Д. 15A,1,39,4/5,Рекон.,62500
2025-06-19,центр,Екаба 26,1,44,5/5,Дов. дом,112400
2025-06-19,центр,Варну 11,2,122,1/5,Спец. пр.,166600
2025-06-19,центр,Дзирнаву 112,2,40,3/3,Дов. дом,63000
2025-06-19,Саркандаугава,Виестура пр. 77,2,46,5/5,103-я,35000
2025-06-19,центр,Антонияс 20,3,133,7/7,Нов.,130000
2025-06-19,центр,Стабу 33,2,47,1/2,Дов. дом,69000
2025-06-19,центр,Алаукста 9,1,44,4/7,Нов.,92000
2025-06-19,Зиепниеккалнс,Стерсту 15C,3,50,3/3,Нов.,139000
2025-06-19,центр,Клияну 22,2,50,3/8,Рекон.,34150
2025-06-19,Пурвциемс,Дзелзавас 74C,3,63,4/13,Нов.,163500
2025-06-19,Агенскалнс,Сабилес 13,2,44,3/3,Нов.,129500
2025-06-19,Плявниеки,Рембатес 8,2,77,9/10,Нов.,148000
2025-06-19,Агенскалнс,Орманю 20,1,27,1/2,Нов.,74000
2025-06-19,Пурвциемс,Пуцес 45,2,73,4/9,Нов.,125000
2025-06-19,Агенскалнс,Элвирас 9a,2,39,4/5,Лит. пр.,49500
2025-06-19,Пурвциемс,Браслас 27,3,62,1/7,Рекон.,105000
2025-06-19,Болдерая,Доломита 4,2,42,4/5,Лит. пр.,30000
2025-06-19,р-он,ул. Латгалес Ломоносова 8,2,63,3/3,Сталинка,95000
2025-06-19,Пурвциемс,Илукстес 107 k-2,1,35,1/9,467-я,39000
2025-06-19,центр,Авоту 64a,2,48,2/2,Дов. дом,42000
2025-06-19,центр,Бривибас 148,3,61,6/7,Дов. дом,139000
2025-06-19,центр,Пулкв. Бриежа 7,4,124,6/7,Рекон.,315000
2025-06-19,Зиепниеккалнс,Вадакстес 20,3,67,3/5,Спец. пр.,65000
2025-06-19,центр,Чака 113a,2,52,1/5,Нов.,135000
2025-06-19,центр,Дзирнаву 132,1,36,2/6,Дов. дом,72330
2025-06-19,Кенгарагс,Латгалес 429,1,33,2/5,Лит. пр.,32000
2025-06-19,Пурвциемс,Раунас 35/2,2,41,4/5,Хрущ.,52000
2025-06-19,Агенскалнс,Бариню 1B,1,24,1/4,Спец. пр.,28900
2025-06-19,центр,Катринас Д. 27,2,56,5/11,Рекон.,112600
2025-06-19,Тейка,Буртниеку 36a,2,57,3/5,Нов.,87000
2025-06-19,Пурвциемс,Буртниеку 36a,2,57,3/5,Нов.,87000
2025-06-19,Золитуде,Анниньмуйжас 7,1,53,6/12,Нов.,77000
2025-06-19,центр,Антонияс 24,3,96,6/6,Дов. дом,196678
2025-06-19,Плявниеки,Руденс 10,3,63,9/9,602-я,53000
2025-06-19,Болдерая,Лемешу 2A,3,56,2/2,Спец. пр.,21900
2025-06-19,центр,Калпака бульв. 7,2,71,2/6,Рекон.,290000
2025-06-19,Тейка,Вийциема 8,2,31,2/4,Нов.,69800
2025-06-19,Плявниеки,Улброкас 12,2,62,1/7,Нов.,99663
2025-06-19,Межапарк,Гауяс 63,2,35,3/4,Нов.,83000
2025-06-19,Тейка,Вийциема 8,2,35,3/4,Нов.,83000
2025-06-19,центр,Матиса 101,4,59,1/5,Рекон.,58000
2025-06-19,р-он,ул. Латгалес Даугавпилс 46,2,39,2/2,Дов. дом,20000
2025-06-19,центр,Томсона 33,2,48,4/5,Рекон.,112000
2025-06-19,Плявниеки,Сахарова 27,3,73,8/16,Спец. пр.,94900
2025-06-19,Агенскалнс,Вилипа 8,3,60,6/9,467-я,77000
2025-06-19,центр,Бривибас 52,5,390,5/6,Рекон.,584000
2025-06-19,центр,Катринас Д. 20/1,2,41,4/5,Хрущ.,85000
2025-06-19,Тейка,Раунас 58/7,2,39,3/4,Хрущ.,37000
2025-06-19,Плявниеки,Деглава 108,3,75,8/9,119-я,79000
2025-06-19,центр,Бривибас 84,2,44,3/6,Дов. дом,65500
2025-06-19,Агенскалнс,Кулдигас 45A,2,57,3/3,Дов. дом,22000
2025-06-19,Плявниеки,Дзеню 3,2,50,5/9,602-я,50000
2025-06-19,р-н,ул.Краста Дзервью 10,4,78,2/9,467-я,79900
2025-06-19,Иманта,Даммес 31,2,48,4/9,602-я,47000
2025-06-19,Плявниеки,Салнас 26,2,50,7/9,602-я,60000
2025-06-19,центр,Бривибас 159A,5,130,1/6,Дов. дом,132500
2025-06-19,Агенскалнс,Ранькя Д. 31,2,42,2/4,Рекон.,76405
2025-06-19,Зиепниеккалнс,Озолциема 18,3,74,3/9,119-я,76000
2025-06-19,Ильгюциемс,Стурес 7,3,60,2/5,Лит. пр.,69000
2025-06-19,Агенскалнс,Калнциема 42,3,87,1/3,Дов. дом,115000
2025-06-19,Югла,Бривибас 338,3,84,7/7,Нов.,165000
2025-06-19,Плявниеки,Тинужу 6,4,78,2/10,602-я,85000
2025-06-19,Засулаукс,Бартас 1,1,17,2/2,Дов. дом,16500
2025-06-19,Саркандаугава,Патверсмес 22k3,2,55,1/4,Хрущ.,45000
2025-06-19,Вецмилгравис,Эммас 3A,3,59,3/5,Спец. пр.,75000
2025-06-19,Шкиротава,Крустпилс 77k4,2,48,2/3,Хрущ.,45000
2025-06-19,Межциемс,Бикерниеку 250,1,19,2/2,Дов. дом,10500
2025-06-19,Югла,Бривибас 410A,1,36,6/12,Спец. пр.,50000
2025-06-19,Кенгарагс,Латгалес 213,3,60,1/9,467-я,39900
2025-06-19,центр,Томсона 40,1,30,2/5,Хрущ.,55000
2025-06-19,центр,Бривибас 148,2,51,3/6,Дов. дом,82000
2025-06-19,Плявниеки,Славу 15,2,49,9/9,602-я,36000
2025-06-19,центр,Закю 7,2,58,1/5,Спец. пр.,75000
2025-06-19,Агенскалнс,Вилипа 8,3,60,9/9,467-я,82000
2025-06-19,Кенгарагс,Саласпилс 18,3,59,1/5,Лит. пр.,49700
2025-06-19,центр,Варну 15,1,23,2/4,Дов. дом,25500
2025-06-19,центр,Лачплеша 61,5,113,5/5,Дов. дом,162576
2025-06-19,Агенскалнс,Кристапа 10,1,12,3/4,Хрущ.,32500
2025-06-19,Чиекуркалнс,Скултес 5,2,37,1/3,Рекон.,59500
2025-06-19,Саркандаугава,Патверсмес 6,1,27,2/2,Дов. дом,18000
2025-06-19,Ильгюциемс,Реньгес 2b,2,50,3/5,Лит. пр.,62000
2025-06-19,Иманта,Прогреса 2A,1,50,1/12,104-я,52000
2025-06-19,центр,Блауманя 29,5,143,4/6,Дов. дом,350000
2025-06-19,Иманта,Слокас 199,3,61,7/9,602-я,52900
2025-06-19,Дарзциемс,Лубанас 56A,3,63,8/9,602-я,71000
2025-06-19,Вецмилгравис,Стиебру 3,1,43,4/5,М. сем.,37000
2025-06-19,р-н,ул.Краста Латгалес 188,2,41,9/9,Нов.,119950
2025-06-19,Золитуде,Золитудес 75,3,155,6/6,Нов.,210000
2025-06-19,центр,Бирзниека-Упиша 20a,2,37,3/7,Нов.,119000
2025-06-19,центр,Бирзниека-Упиша 20a,1,22,3/7,Нов.,75000
2025-06-19,центр,Бирзниека-Упиша 20a,1,26,4/7,Нов.,99000
2025-06-19,центр,Валдемара 57/59,3,74,4/6,Дов. дом,117600
2025-06-19,Югла,Юглас 43,2,48,4/5,Лит. пр.,36000
2025-06-19,Биерини,Спиргус 1B,3,94,2/3,Нов.,219999
2025-06-19,Межциемс,Эйзенштейна 23,2,73,3/4,Нов.,150000
2025-06-19,Плявниеки,Плявниеку 10,1,44,4/5,М. сем.,34500
2025-06-19,центр,Тербатас 4,1,17,2/6,Рекон.,41000
2025-06-19,Вецмилгравис,Калнгалес 8,1,36,2/9,602-я,24000
2025-06-19,р-он,ул. Латгалес Латгалес 131,3,134,4/4,Дов. дом,159000
2025-06-19,Шампетерис-Плескодале,Ирлавас 20,2,61,1/5,Спец. пр.,62700
2025-06-19,Зиепниеккалнс,Ислицес 3,2,58,6/9,119-я,68000
2025-06-19,Мангали,Эзера 17,2,36,2/2,Рекон.,35500
2025-06-19,Плявниеки,Земес 15,3,62,9/9,602-я,56000
2025-06-19,р-он,ул. Латгалес Даугавпилс 49,1,32,4/5,Дов. дом,31000
2025-06-19,Агенскалнс,Зелмайшу 4,3,54,2/4,Хрущ.,55000
2025-06-19,центр,Гертрудес 65A,3,60,2/7,Нов.,147000
2025-06-19,Ильгюциемс,Лидоню 7,3,54,5/5,Лит. пр.,39000
2025-06-19,центр,Гертрудес 112,3,35,3/5,Спец. пр.,49750
2025-06-19,центр,Стабу 29,2,85,2/5,Дов. дом,155000
2025-06-19,Вецрига,Пилс 7,3,60,4/5,Дов. дом,210000
2025-06-19,Вецрига,Екаба 26/28,3,110,3/3,Рекон.,220000
2025-06-19,Мангали,Эзера 23,1,27,2/2,Дов. дом,25000
2025-06-19,центр,Томсона 33,2,48,5/5,Рекон.,112000
2025-06-19,Плявниеки,Салнас 3,3,63,8/9,602-я,84500
2025-06-19,Даугавгрива,Парадес 22,2,42,2/5,Хрущ.,39500
2025-06-19,Югла,Бривибас 446,4,186,3/3,Нов.,272000
2025-06-19,р-н,ул.Краста Дзервью 10,4,78,2/9,467-я,79900
2025-06-19,Золитуде,Анниньмуйжас 4,2,57,9/16,104-я,65000
2025-06-19,Плявниеки,Дравниеку 3 K-2,2,49,4/10,Нов.,101020
2025-06-19,центр,Весетас 12,2,67,5/6,Спец. пр.,97000
2025-06-19,Агенскалнс,Калнциема 1A,4,70,3/5,Дов. дом,82000
2025-06-19,Плявниеки,Праулиенас 8,4,78,6/10,467-я,67500
2025-06-19,центр,Барона 69,1,37,2/3,Рекон.,97000
2025-06-19,Межапарк,Висбияс пр. 45,3,108,2/3,Нов.,334500
2025-06-19,центр,Дайнас 10A,1,27,3/7,Нов.,99900
2025-06-19,центр,Дайнас 10a,3,65,2/7,Нов.,208800
2025-06-19,центр,Дайнас 10a,2,42,4/7,Нов.,155610
2025-06-19,центр,Барона 69,2,42,2/3,Рекон.,123000
2025-06-19,центр,Бруниниеку 93,1,30,1/2,Рекон.,79000
2025-06-19,Агенскалнс,Ранькя Д. 34,4,110,13/22,Нов.,393000
2025-06-19,Кенгарагс,Каниера 6A,1,28,1/5,Лит. пр.,39800
2025-06-19,центр,Зирню 1,3,81,9/12,Чеш. пр.,107000
2025-06-19,Пурвциемс,Пурвциема 26,3,73,7/9,119-я,97000
2025-06-19,центр,Тербатас 8B,3,69,4/7,Дов. дом,140000
2025-06-19,Агенскалнс,Зеллю 13,3,57,2/3,Нов.,158760
2025-06-19,Кенгарагс,Латгалес 271,2,44,5/5,Лит. пр.,39000
2025-06-19,Югла,Квелес 31,2,47,2/5,Хрущ.,37500
2025-06-19,центр,Алберта 1,5,163,5/5,Рекон.,520000
2025-06-19,Межциемс,Кайвас 50k3,2,56,1/5,Нов.,102222
2025-06-19,центр,Бривибас 114,4,93,5/6,Дов. дом,125850
2025-06-19,Вецмилгравис,Домбровска 11,1,13,3/3,Сталинка,9990
2025-06-19,Югла,Вангажу 22,1,30,4/4,Нов.,56000
2025-06-19,Плявниеки,Дравниеку 3 K-3,3,69,6/10,Нов.,151993
2025-06-19,Дзегужкалнс,Даугавгривас 56,3,58,6/9,467-я,71400
2025-06-19,Иманта,Лазду 45,4,99,1/1,Нов.,225500
2025-06-19,Югла,Юглас 3/1,1,40,5/9,Спец. пр.,43000
2025-06-19,Межапарк,Висбияс пр. 25,3,82,3/3,Дов. дом,249000
2025-06-19,Пурвциемс,Унияс 64,4,62,4/5,Лит. пр.,72900
2025-06-19,центр,Бриана 15,2,92,1/2,Рекон.,138000
2025-06-19,Кенгарагс,Латгалес 279,3,62,3/5,Лит. пр.,85000
2025-06-19,Плявниеки,Салнас 21,2,45,2/9,Нов.,73000
2025-06-19,Тейка,Кауказа 11,2,52,1/4,Нов.,165440
2025-06-19,Тейка,Кауказа 11,3,79,3/4,Нов.,251520
2025-06-19,Тейка,Кауказа 11,4,132,4/4,Нов.,421120
2025-06-19,Пурвциемс,Иерикю 46,3,74,1/3,Сталинка,98000
2025-06-19,Иманта,Юрмалас Г. 74,3,65,3/3,Нов.,185400
2025-06-19,центр,Чака 87A,1,22,5/5,Рекон.,67500
2025-06-19,центр,Чака 87A,1,26,5/5,Рекон.,74700
2025-06-19,центр,Чака 87A,1,28,5/5,Рекон.,81000
2025-06-19,центр,Бривибас 39A,3,81,6/6,Дов. дом,205000
2025-06-19,Тейка,Бривибас 227,2,54,5/5,103-я,62000
2025-06-19,центр,Барона 6,2,45,4/6,Рекон.,162000
2025-06-19,Межапарк,Кемпес 2,2,37,10/12,Нов.,114000
2025-06-19,центр,Матиса 89-1,4,89,1/2,Дов. дом,160200
2025-06-19,центр,Томсона 11,3,88,1/5,Сталинка,140800
2025-06-19,центр,Лачплеша 52-47,3,48,1/5,Дов. дом,62400
2025-06-19,Вецрига,Калькю 5,3,77,5/5,Дов. дом,160000
2025-06-19,Дарзциемс,Куправас 41,4,110,4/5,Спец. пр.,110000
2025-06-19,Саркандаугава,Аптиекас 17B,2,38,2/2,Нов.,58125
2025-06-19,центр,Бривибас 72k2,4,107,2/6,Дов. дом,170000
2025-06-19,Болдерая,Текстилниеку 5-3,1,35,1/3,Рекон.,15800
2025-06-19,Биерини,Лиепаяс 37c,3,69,1/4,Нов.,163600
2025-06-19,центр,Стабу 19,3,78,4/6,Рекон.,220000
2025-06-19,Межапарк,Эзермалас 13,3,86,1/5,Нов.,160000
2025-06-19,Шампетерис-Плескодале,Лиелирбес 13,3,90,17/30,Нов.,167000
2025-06-19,центр,Пернавас 41,4,105,6/6,Рекон.,379000
2025-06-19,Кенгарагс,Саласпилс 2/2,1,26,5/5,Хрущ.,20800
2025-06-19,Вецрига,Калькю 2,2,55,4/5,Спец. пр.,155000
2025-06-19,Аплокциемс,Бриежу 7,1,26,1/6,Нов.,56000
2025-06-19,Зиепниеккалнс,Дижозолу 25,2,49,9/9,602-я,48000
2025-06-19,Плявниеки,Сахарова 7,1,41,3/9,М. сем.,45000
2025-06-19,Зиепниеккалнс,Светес 1,3,95,1/4,Нов.,210000
2025-06-19,Золитуде,Грамздас 82,2,78,1/4,Нов.,130000
2025-06-19,Ильгюциемс,Буллю 8,1,25,2/2,Дов. дом,13000
2025-06-19,Даугавгрива,Бирзес 26,2,49,4/12,Спец. пр.,55000
2025-06-19,Кенгарагс,Булту 4,2,49,5/5,Лит. пр.,52000
2025-06-19,Ильгюциемс,Гривас 21,2,41,2/5,Хрущ.,32500
2025-06-19,центр,Авоту 46a,3,64,3/5,Рекон.,102224
2025-06-19,Кенгарагс,Латгалес 256/7,2,47,2/5,Хрущ.,52500
2025-06-19,Иманта,Юрмалас Г. 95,3,63,2/9,602-я,54500
2025-06-19,Тейка,Бривибас 228,2,57,4/4,Сталинка,79800
2025-06-19,Пурвциемс,Илукстес 99,1,55,13/16,Спец. пр.,53000
2025-06-19,Агенскалнс,Амалияс 5a,1,22,1/3,Рекон.,62985
2025-06-19,центр,Блауманя 27,4,140,5/5,Дов. дом,179200
2025-06-19,Агенскалнс,Амалияс 5a,3,70,2/3,Рекон.,187264
2025-06-19,Плявниеки,Лубанас 115,1,43,4/9,М. сем.,31800
2025-06-19,Золитуде,Анниньмуйжас 20,3,100,3/5,Нов.,177000
2025-06-19,Кенгарагс,Икшкилес 16,1,30,2/5,Лит. пр.,46000
2025-06-19,Агенскалнс,Амалияс 5a,3,70,2/3,Рекон.,193125
2025-06-19,Вецрига,Вецпилсетас 9,2,44,1/3,Дов. дом,94000
2025-06-19,Югла,Бривибас 365,2,41,1/5,Хрущ.,47000
2025-06-19,Пурвциемс,Иерикю 36,1,25,2/5,Лит. пр.,30000
2025-06-19,Агенскалнс,Сабилес 13,2,44,1/3,Нов.,139500
2025-06-19,Иманта,Акацию 2D,3,97,1/9,Нов.,255990
2025-06-19,Иманта,Акацию 2F,4,78,2/9,Нов.,218858
2025-06-19,Агенскалнс,Сабилес 13,3,81,2/3,Нов.,217000
2025-06-19,центр,Стабу 16,3,77,1/6,Рекон.,125000
2025-06-19,Тейка,Бривибас 201,2,39,5/5,Нов.,83900
2025-06-19,Тейка,Бривибас 201,4,100,2/5,Нов.,181900
2025-06-19,Тейка,Бривибас 201,3,76,4/5,Нов.,162900
2025-06-19,Тейка,Бривибас 201,3,69,4/5,Нов.,146500
2025-06-19,центр,Аугшиела 8,2,30,6/6,Рекон.,46950
2025-06-19,Ильгюциемс,Гара 28,3,66,3/5,Лит. пр.,69700
2025-06-19,Плявниеки,Каудзишу 3,1,41,3/9,М. сем.,39500
2025-06-19,центр,Матиса 131A,2,51,2/2,Дов. дом,32990
2025-06-19,Плявниеки,Салнас 14,3,69,1/9,602-я,65000
2025-06-19,центр,Цесу 43,4,87,6/7,Рекон.,250000
2025-06-19,Аплокциемс,Крапес 4,2,44,3/3,Нов.,95000
2025-06-19,Агенскалнс,Зеллю 13,3,57,2/3,Рекон.,160720
2025-06-19,Агенскалнс,Зеллю 13,1,24,1/4,Рекон.,59250
2025-06-19,Шампетерис-Плескодале,Лиелирбес 9A,2,45,2/4,Рекон.,103500
2025-06-19,центр,Марияс 4,2,31,3/5,Рекон.,145800
2025-06-19,Агенскалнс,Слокас 21,2,28,1/3,Рекон.,75000
2025-06-19,Межапарк,Инчукална 2,4,84,2/4,Рекон.,185000
2025-06-19,Межапарк,Эзермалас 4,2,34,1/5,Рекон.,46230
2025-06-19,Чиекуркалнс,Эзермалас 4,2,19,3/5,Рекон.,26772
2025-06-19,Торнякалнс,Елгава 88,3,54,1/4,Дов. дом,56000
2025-06-19,Межапарк,Эзермалас 4,2,27,1/5,Рекон.,37260
2025-06-19,Золитуде,Анниньмуйжас 2,3,74,12/16,104-я,95000
2025-06-19,центр,Brīvības 105,2,78,3/6,Дов. дом,298000
2025-06-19,Плявниеки,Дзеню 10,5,93,1/9,602-я,73000
2025-06-19,Торнякалнс,Даудзесес 2,1,27,2/2,Дов. дом,12500
2025-06-19,центр,Терезес 8,2,52,1/5,Рекон.,84000
2025-06-19,центр,Ганибу Д. 40A,1,31,3/3,Дов. дом,18000
2025-06-19,Саркандаугава,Хапсалас 5,1,18,4/5,Спец. пр.,139400
2025-06-19,Ильгюциемс,Саулгожу 19,2,42,5/5,Хрущ.,54800
2025-06-19,Дзегужкалнс,Морица 20В,2,50,1/5,Лит. пр.,54000
2025-06-19,Шампетерис-Плескодале,Стендес 2,2,54,2/5,103-я,52000
2025-06-19,Межциемс,Гайльэзера 4,4,118,9/9,602-я,112000
2025-06-19,Зиепниеккалнс,Гимнастикас 6a,3,63,4/5,Лит. пр.,53000
2025-06-19,Тейка,Бривибас 310,2,56,3/5,Сталинка,79900
2025-06-19,центр,Томсона 2,3,90,2/5,Рекон.,178000
2025-06-19,Вецмилгравис,Эммас 3a,3,60,5/5,Спец. пр.,68000
2025-06-19,Золитуде,Ростокас 52,2,57,4/9,119-я,51000
2025-06-19,Тейка,Цаунес 10,3,75,3/9,Спец. пр.,134000
2025-06-19,Тейка,Апес 12,2,46,2/5,Спец. пр.,50000
2025-06-19,центр,Бруниниеку 79C,2,52,1/5,Дов. дом,82600
2025-06-19,центр,Гростонас 19,3,61,7/10,Нов.,184000
2025-06-19,Тейка,Бикерниеку 67,1,28,5/5,Хрущ.,34000
2025-06-19,Кенгарагс,Латгалес 425,1,33,8/9,467-я,29500
2025-06-19,Брекши,Наутрену 20,1,19,2/2,Дов. дом,10500
2025-06-19,Зиепниеккалнс,Валдекю 62,3,62,5/9,602-я,57000
2025-06-19,Даугавгрива,Лепью 13,2,47,2/5,103-я,33500
2025-06-19,Кенгарагс,Крустпилс 60,2,43,3/3,Хрущ.,26000
2025-06-19,Румбула,Крустпилс 60,2,43,3/3,Хрущ.,26000
2025-06-19,Пурвциемс,Дзелзавас 25,4,77,4/9,602-я,67800
2025-06-19,Кенгарагс,Саласпилс 18,1,30,5/5,Лит. пр.,38950
2025-06-19,Румбула,Крустпилс 60,2,41,1/3,Хрущ.,34000
2025-06-19,Пурвциемс,Стирну 53,1,29,4/5,Лит. пр.,38200
2025-06-19,Кенгарагс,Крустпилс 60,2,41,1/3,Хрущ.,34000
2025-06-19,Кенгарагс,Латгалес 315,1,33,4/12,Чеш. пр.,55000
2025-06-19,Шкиротава,Крустпилс 60,2,43,3/3,Хрущ.,26000
2025-06-19,центр,Элизабетес 8,2,36,1/5,Рекон.,102168
2025-06-19,центр,Стабу 52b,1,31,1/4,Дов. дом,69900
2025-06-19,Югла,Силциема 15 k-5,2,46,1/5,Хрущ.,37500
2025-06-19,Иманта,Даммес 30,2,51,4/5,Лит. пр.,68777
2025-06-19,Зиепниеккалнс,Валдекю 60,1,39,4/9,602-я,44500
2025-06-19,Плявниеки,Салнас 12,3,61,1/9,602-я,65000
2025-06-19,Пурвциемс,Иерикю 48,1,19,2/3,М. сем.,16000
2025-06-19,центр,Томсона 33,2,48,5/5,Рекон.,112000
2025-06-19,Пурвциемс,Ницгалес 4,3,63,4/9,602-я,58000
2025-06-19,Ильгюциемс,Вайделотес 23,1,31,4/5,Хрущ.,33500
2025-06-19,Зиепниеккалнс,Тадайкю 1,2,48,4/5,Лит. пр.,67000
2025-06-19,Болдерая,Адмиралю 1,2,37,1/1,Ч. дом,50000
2025-06-19,Межапарк,Гауяс 63,2,31,4/4,Нов.,69800
2025-06-19,Пурвциемс,Дзелзавас 71,2,50,5/9,467-я,55000
2025-06-19,Зиепниеккалнс,М. Стерсту 6,4,71,1/4,Нов.,165900
2025-06-19,Зиепниеккалнс,М. Стерсту 6,3,64,3/5,Нов.,161900
2025-06-19,Зиепниеккалнс,М. Стерсту 8,2,48,2/5,Нов.,119900
2025-06-19,Зиепниеккалнс,Баускас 97,4,98,3/5,Нов.,226900
2025-06-19,Плявниеки,Земес 9,1,42,1/9,М. сем.,47000
2025-06-19,центр,Экспорта 4,2,109,5/5,Рекон.,249000
2025-06-19,Межапарк,Инчукална 2,3,77,4/4,Рекон.,167000
2025-06-19,Агенскалнс,Ранькя Д. 31,2,44,2/4,Рекон.,122000
2025-06-19,центр,Бруниниеку 93c,1,30,1/2,Рекон.,76000
2025-06-19,Гризинькалнс,Алаукста 7,3,47,4/4,Рекон.,143000
2025-06-19,центр,Матиса 59a,1,20,4/4,Дов. дом,30000
2025-06-19,Плявниеки,Илукстес 99,1,55,13/16,Спец. пр.,53000
2025-06-19,центр,Томсона 30,3,151,8/10,Нов.,225000
2025-06-19,р-он,ул. Латгалес Виляну 3,3,75,2/5,Спец. пр.,99500
2025-06-19,Саркандаугава,Загеру 6,1,26,2/4,Дов. дом,13900
2025-06-19,Плявниеки,Руденс 8,3,63,4/9,602-я,85500
2025-06-19,Саркандаугава,Хапсалас 1,3,74,3/4,Спец. пр.,48900
2025-06-19,центр,М. Пиена 8,3,48,1/4,Рекон.,66000
2025-06-19,центр,Звайгжню 13C,2,39,5/5,Рекон.,70000
2025-06-19,Кенгарагс,"Прушу 3 k-2,",3,62,5/5,Лит. пр.,49800
2025-06-19,Даугавгрива,Лепью 15/1,2,54,5/5,103-я,42000
2025-06-19,Югла,Велдрес 5,2,44,2/5,Лит. пр.,44900
2025-06-19,р-он,ул. Латгалес Даугавпилс 41,2,53,3/5,Дов. дом,29900
2025-06-19,Зиепниеккалнс,Валдекю 68/2,3,64,5/9,602-я,60000
2025-06-19,центр,Лачплеша 21,2,60,6/6,Дов. дом,109000
2025-06-19,р-он,ул. Латгалес Даугавпилс 49,1,26,4/5,Дов. дом,16500
2025-06-19,центр,Матиса 101,2,48,4/5,Рекон.,99000
2025-06-19,центр,Блауманя 3,2,88,3/6,Дов. дом,220000
2025-06-19,Тейка,Ропажу 12,2,75,8/10,Нов.,145000
2025-06-19,центр,Валдемара 77,2,51,1/5,Дов. дом,112000
2025-06-19,центр,Артилерияс 66,2,42,2/2,Дов. дом,77000
2025-06-19,Агенскалнс,М. Нометню 1,5,154,8/9,Нов.,299000
2025-06-19,р-он,ул. Латгалес Краславас 14,2,35,2/6,Нов.,79750
2025-06-19,Тейка,М. Цаунес 2,2,38,2/2,Дов. дом,31000
2025-06-19,Югла,Квелес 35,3,58,1/5,Лит. пр.,65000
2025-06-19,Кипсала,Баласта Д. 70,3,199,3/4,Рекон.,420000
2025-06-19,центр,Заубес 1,3,84,1/5,Рекон.,179000
2025-06-19,Иманта,Слокас 215,3,54,4/5,Лит. пр.,59000
2025-06-19,Тейка,Ваверес 4,4,172,3/3,Нов.,280000
2025-06-19,Плявниеки,Лубанас 41,3,93,1/2,Сталинка,98700
2025-06-19,центр,Валдемара 57/59,2,70,6/6,Дов. дом,119900
2025-06-19,Иманта,Анниньмуйжас 21,2,59,3/4,Нов.,173000
2025-06-19,центр,Артилерияс 13,2,159,5/5,Рекон.,35000
2025-06-19,Югла,Юглас 1,3,82,2/2,Нов.,160000
2025-06-19,центр,Еезусбазницас 5,1,39,1/5,Дов. дом,40800
2025-06-19,центр,Еезусбазницас 5,3,71,3/5,Дов. дом,76200
2025-06-19,центр,Чака 121,1,37,2/6,Дов. дом,40000
2025-06-19,центр,Элизабетес 29B,3,90,3/4,Дов. дом,185000
