Date,District,Street,Rooms,m2,Floor,Serie,Price
2025-04-04,р-он,ул. Латгалес Латгалес 146,1,15,2/4,Нов.,29000
2025-04-04,р-он,ул. Латгалес Латгалес 146,1,15,1/1,Спец. пр.,30000
2025-04-04,р-он,ул. Латгалес Латгалес 146,1,23,4/4,Нов.,38000
2025-04-04,р-он,ул. Латгалес Латгалес 146,2,29,4/4,Нов.,49000
2025-04-04,р-он,ул. Латгалес Латгалес 146,1,30,1/1,Нов.,48000
2025-04-04,р-он,ул. Латгалес Латгалес 146,1,23,1/4,Нов.,39900
2025-04-04,р-он,ул. Латгалес Латгалес 146,2,33,2/4,Спец. пр.,59000
2025-04-04,Пурвциемс,Дзелзавас 104,3,62,2/8,Нов.,139400
2025-04-04,Пурвциемс,Дзелзавас 104,2,46,8/8,Нов.,113200
2025-04-04,Тейка,Земгала 60,2,60,1/3,Дов. дом,86000
2025-04-04,Иманта,Анниньмуйжас 38 k3,3,82,10/18,Нов.,146500
2025-04-04,Иманта,Анниньмуйжас 41,3,86,19/21,Нов.,187500
2025-04-04,Межциемс,Друвиенас 34,3,59,5/5,Лит. пр.,66000
2025-04-04,Югла,Квелес 29,2,43,2/5,Хрущ.,38300
2025-04-04,Плявниеки,Славу 15,2,49,9/9,602-я,45000
2025-04-04,Тейка,Берзпилс 7,1,29,5/5,Хрущ.,36700
2025-04-04,Вецрига,Екаба 26/28,2,66,5/5,Дов. дом,119000
2025-04-04,Аплокциемс,Бриежу 9,4,68,5/6,Нов.,159000
2025-04-04,Пурвциемс,Дзелзавас 31,3,62,4/5,Лит. пр.,76000
2025-04-04,Пурвциемс,Унияс 7,1,25,1/2,Дов. дом,19500
2025-04-04,Межциемс,Эйзенштейна 23,2,66,3/4,Нов.,125000
2025-04-04,Югла,Вангажу 22,1,30,5/5,Нов.,62500
2025-04-04,Плявниеки,Деглава 108/6,2,59,6/9,119-я,52500
2025-04-04,центр,Бривибас 99,6,131,2/6,Дов. дом,155000
2025-04-04,центр,Пулкв. Бриежа 15,4,115,4/7,Рекон.,365888
2025-04-04,Золитуде,Грамздас 17,2,43,7/9,119-я,51000
2025-04-04,р-он,ул. Латгалес Католю 9a,2,36,4/5,Дов. дом,39000
2025-04-04,Кенгарагс,Латгалес 381,3,71,3/3,Сталинка,95000
2025-04-04,центр,Базницас 35,6,157,1/6,Дов. дом,315000
2025-04-04,Кенгарагс,Вишкю 3,4,60,4/5,Лит. пр.,46498
2025-04-04,Дрейлини,Валтера 5,4,79,3/9,Нов.,116498
2025-04-04,Плявниеки,Деглава 5,3,79,3/9,Нов.,116498
2025-04-04,Пурвциемс,Стирну 47,3,60,1/5,Лит. пр.,55498
2025-04-04,Агенскалнс,Калнциема 1a,2,54,1/3,Дов. дом,85998
2025-04-04,Пурвциемс,Браслас 27,3,62,1/8,Нов.,111000
2025-04-04,Межциемс,Кайвас 50k3,2,56,1/5,Нов.,105555
2025-04-04,Агенскалнс,Смильгя 18,4,140,1/2,Дов. дом,95000
2025-04-04,Тейка,Лиелвардес 37,3,82,2/3,Рекон.,187900
2025-04-04,Ильгюциемс,Лилияс 8,2,50,3/5,Лит. пр.,43000
2025-04-04,Пурвциемс,Стайцелес 21,3,60,2/5,Лит. пр.,43500
2025-04-04,Иманта,Анниньмуйжас 50,4,76,3/9,602-я,70000
2025-04-04,Плявниеки,Лубанас 115,1,44,7/9,М. сем.,36000
2025-04-04,центр,Стабу 2,2,52,1/5,Дов. дом,134900
2025-04-04,центр,Чака 156,1,34,3/5,Дов. дом,44400
2025-04-04,Саркандаугава,Виестура пр. 47,3,64,6/9,Спец. пр.,69800
2025-04-04,центр,Ганибу Д. 25,3,79,2/3,Дов. дом,85000
2025-04-04,Иманта,Анниньмуйжас 41,4,96,11/24,Нов.,180000
2025-04-04,Тейка,Лиелвардес 37,2,60,3/3,Рекон.,198000
2025-04-04,Вецмилгравис,Домбровска 45,3,64,4/9,602-я,39800
2025-04-04,Болдерая,Гобас 24,2,54,5/5,103-я,35000
2025-04-04,Чиекуркалнс,Эзермалас 2a,2,49,3/12,Чеш. пр.,48000
2025-04-04,центр,Томсона 39 k-1,2,69,7/9,Нов.,152000
2025-04-04,Агенскалнс,Кугю 26,1,54,2/5,Нов.,135000
2025-04-04,центр,Озолу 5,1,39,4/5,Спец. пр.,55500
2025-04-04,Кенгарагс,Латгалес 377,4,63,4/5,Лит. пр.,65000
2025-04-04,Межапарк,Тилта 1,3,93,3/3,Дов. дом,86000
2025-04-04,Тейка,Раунас 45 k-1,2,41,3/4,Хрущ.,60000
2025-04-04,Иманта,Курземес пр. 104A,1,27,2/5,Лит. пр.,25000
2025-04-04,Болдерая,Гобас 34,2,52,5/5,103-я,27000
2025-04-04,Тейка,Ропажу 116,3,67,2/2,Дов. дом,69000
2025-04-04,центр,Авоту 22A,1,32,1/5,Дов. дом,48000
2025-04-04,р-он,ул. Латгалес Ерсикас 21,3,57,4/6,Рекон.,89000
2025-04-04,центр,Латгалес 88,3,72,1/5,Дов. дом,43200
2025-04-04,центр,Латгалес 65,2,42,5/5,Хрущ.,52000
2025-04-04,центр,Бирзниека-Упиша 18A,3,90,3/6,Дов. дом,280000
2025-04-04,центр,Бирзниека-Упиша 20a,1,16,3/7,Нов.,65000
2025-04-04,Югла,Бривибас 387,2,27,3/3,Дов. дом,18500
2025-04-04,Саркандаугава,Патверсмес 26,4,66,3/5,Хрущ.,74500
2025-04-04,Иманта,Юрмалас Г. 95,1,32,1/9,602-я,42500
2025-04-04,центр,Лугажу 14,2,52,1/3,Сталинка,58000
2025-04-04,Иманта,Клеисту 11 k-1,3,77,12/16,Нов.,179900
2025-04-04,центр,Сколас 22A,3,131,4/5,Дов. дом,230000
2025-04-04,Вецрига,Екаба 26/28,4,123,2/5,Рекон.,235000
2025-04-04,р-он,ул. Латгалес Лудзас 56,3,59,6/6,Дов. дом,88000
2025-04-04,центр,Пулкв. Бриежа 11/13,3,63,1/6,Дов. дом,134500
2025-04-04,центр,Сканстес 29а,3,229,23/24,Нов.,617777
2025-04-04,Плявниеки,Салнас 22,1,43,3/5,М. сем.,45500
2025-04-04,Плявниеки,Дравниеку 3,3,68,4/10,Нов.,143841
2025-04-04,центр,Таллинас 96,2,62,2/2,Рекон.,105000
2025-04-04,Агенскалнс,Ранькя Д. 31,2,44,2/4,Рекон.,122000
2025-04-04,Агенскалнс,Ранькя Д. 31,2,43,2/4,Рекон.,120450
2025-04-04,центр,Томсона 39,2,104,8/10,Нов.,270000
2025-04-04,Иманта,Анниньмуйжас 48,2,49,3/9,602-я,55000
2025-04-04,Ильгюциемс,Буллю 3a,2,44,3/4,Хрущ.,37200
2025-04-04,Иманта,Эркшкю 2,4,201,2/2,Нов.,320000
2025-04-04,Чиекуркалнс,Чиекуркална 2 п. л. 4,2,55,1/5,Спец. пр.,115000
2025-04-04,центр,Ганибу Д. 40a,1,32,2/3,Дов. дом,28000
2025-04-04,Саркандаугава,Ганибу Д. 40a,1,32,2/3,Дов. дом,28000
2025-04-04,Торнякалнс,Апшу 4,1,35,3/3,Рекон.,79350
2025-04-04,Торнякалнс,Апшу 3,3,40,1/3,Рекон.,84861
2025-04-04,центр,Аусекля 3,2,47,2/5,Дов. дом,127000
2025-04-04,Агенскалнс,Ранькя Д. 34,3,100,8/24,Нов.,320000
2025-04-04,Кенгарагс,Булту 3,3,61,8/9,467-я,63800
2025-04-04,центр,Антонияс 6a,3,67,2/5,Сталинка,174900
2025-04-04,Чиекуркалнс,Чиекуркална 2 л. 67,1,25,1/2,Рекон.,17500
2025-04-04,Агенскалнс,Мукусалас 29,1,39,2/3,Нов.,110000
2025-04-04,Чиекуркалнс,Русова 26,1,43,5/5,М. сем.,58000
2025-04-04,Югла,Вангажу 15,1,37,7/12,Чеш. пр.,43000
2025-04-04,центр,Меркеля 8,4,115,5/5,Дов. дом,175000
2025-04-04,Шкиротава,Крустпилс 46,2,47,2/2,Хрущ.,19000
2025-04-04,Вецмилгравис,Вецмилгравья 1 л. 35,1,28,4/5,Лит. пр.,28000
2025-04-04,центр,Пиена 4,1,29,1/4,Рекон.,51500
2025-04-04,Дарзциемс,Румбулас 14,4,86,2/5,Нов.,196750
2025-04-04,Дарзциемс,Румбулас 14,2,37,2/5,Нов.,89000
2025-04-04,центр,Стабу 100,3,74,2/7,Нов.,163500
2025-04-04,Дарзциемс,Румбулас 14,3,61,3/5,Нов.,145500
2025-04-04,Шампетерис-Плескодале,Залвес 13k1,2,46,1/2,Спец. пр.,35000
2025-04-04,центр,Лауку 1,3,57,3/4,Дов. дом,137000
2025-04-04,центр,Стабу 100,3,74,7/7,Нов.,177500
2025-04-04,центр,Дзирнаву 53,3,120,3/6,Дов. дом,380000
2025-04-04,центр,Базницас 41/43,3,99,7/7,Спец. пр.,187000
2025-04-04,Агенскалнс,Сатиксмес 3,3,56,5/6,Рекон.,89900
2025-04-04,Агенскалнс,Баложу 9,2,40,1/3,Нов.,141500
2025-04-04,Болдерая,Доломита 2,2,50,5/5,Спец. пр.,36500
2025-04-04,Даугавгрива,Звиню 4,1,25,2/5,Спец. пр.,25000
2025-04-04,центр,Микеля 1,2,57,4/5,Спец. пр.,145000
2025-04-04,Кенгарагс,Прушу 21,1,30,3/4,Хрущ.,23900
2025-04-04,центр,Матиса 101,3,36,2/5,Рекон.,81900
2025-04-04,центр,Бруниниеку 77,5,156,6/6,Дов. дом,87000
2025-04-04,центр,Рудолфа 1a,1,27,5/6,Дов. дом,41000
2025-04-04,центр,Меркеля 8,2,48,5/5,Дов. дом,95000
2025-04-04,Иманта,Талавас Г. 3,2,50,1/5,Лит. пр.,37900
2025-04-04,Ильгюциемс,Скодас 4,2,50,5/5,Лит. пр.,43000
2025-04-04,Зиепниеккалнс,Дижозолу 25,2,49,9/9,602-я,50500
2025-04-04,Вецмилгравис,Мелдру 19,2,46,2/2,Сталинка,25900
2025-04-04,Иманта,Акацию 2F,2,51,2/9,Нов.,137500
2025-04-04,центр,Бривибас 152,3,70,4/8,Спец. пр.,92000
2025-04-04,Дарзциемс,Резекнес 27,6,207,2/3,Спец. пр.,280000
2025-04-04,Кенгарагс,Латгалес 273/5,2,37,3/5,Лит. пр.,30599
2025-04-04,Кенгарагс,Прушу 3,2,38,4/5,Лит. пр.,34900
2025-04-04,Пурвциемс,Пурвциема 44,2,50,2/2,Хрущ.,33000
2025-04-04,Пурвциемс,Марса Г. 14,1,28,2/5,Лит. пр.,35000
2025-04-04,центр,Звайгжню 21,1,27,4/6,Дов. дом,37100
2025-04-04,центр,Бирзниека-Упиша 20A,2,52,5/7,Нов.,132900
2025-04-04,Плявниеки,Улброкас 9,3,64,6/9,602-я,62000
2025-04-04,центр,Бирзниека-Упиша 20A,3,73,5/7,Нов.,183500
2025-04-04,центр,Бирзниека-Упиша 20A,2,38,5/7,Нов.,99000
2025-04-04,Агенскалнс,Лиепаяс 78C,2,58,4/4,Спец. пр.,117000
2025-04-04,Иманта,Курземес пр. 126,3,62,1/9,602-я,56000
2025-04-04,центр,Блауманя 11/13,2,66,6/6,Дов. дом,89000
2025-04-04,центр,Блауманя 11/13,2,48,6/6,Дов. дом,68000
2025-04-04,Вецрига,Пелду 24,2,51,4/4,Рекон.,115000
2025-04-04,центр,Стабу 2A,1,44,5/7,Нов.,130000
2025-04-04,центр,Чака 31 k-2,2,51,1/4,Дов. дом,110000
2025-04-04,центр,Лачплеша 110,3,55,6/6,Нов.,129000
2025-04-04,р-он,ул. Латгалес Краславас 14,3,55,6/6,Нов.,129000
2025-04-04,Иманта,Анниньмуйжас 30,4,124,11/13,Спец. пр.,154900
2025-04-04,центр,Стабу 18a,4,133,1/5,Дов. дом,360000
2025-04-04,Межапарк,Эзермалас 4,2,28,1/5,Рекон.,38088
2025-04-04,Югла,Бривибас 432,1,37,6/9,Спец. пр.,53000
2025-04-04,Ильгюциемс,Риексту 11,2,51,1/6,Нов.,90500
2025-04-04,Вецрига,Пелду 24,2,47,4/4,Рекон.,117000
2025-04-04,Межапарк,Кемпес 2,2,37,10/12,Нов.,118000
2025-04-04,Межциемс,Кайвас 48A,2,44,4/6,Нов.,116300
2025-04-04,Пурвциемс,Дзелзавас 106,2,44,6/7,Нов.,108000
2025-04-04,Иманта,Анниньмуйжас 38/1,1,49,10/18,Нов.,89900
2025-04-04,Вецмилгравис,Ледус 2,2,54,5/9,602-я,37500
2025-04-04,центр,Сканстес 12,2,53,2/12,Нов.,157000
2025-04-04,Пурвциемс,Вайдавас 2,2,41,2/5,Хрущ.,45000
2025-04-04,Кенгарагс,Латгалес 413,2,45,5/5,Лит. пр.,45000
2025-04-04,центр,Стабу 92,5,187,1/5,Рекон.,235000
2025-04-04,центр,Лиенес 9,2,53,3/6,Дов. дом,80000
2025-04-04,центр,Пулкв. Бриежа 15,2,44,2/7,Рекон.,130500
2025-04-04,Агенскалнс,Марупес 33,3,53,4/5,Хрущ.,66500
2025-04-04,центр,Катринас Д. 24k3,3,66,1/2,Спец. пр.,79890
2025-04-04,центр,Чака 156,1,33,3/5,Дов. дом,55200
2025-04-04,Кенгарагс,Саласпилс 12/5,4,62,5/5,Лит. пр.,51300
2025-04-04,Плявниеки,Сахарова 27,1,44,3/16,Спец. пр.,48000
2025-04-04,Иманта,Имантас 4a,1,28,5/5,Лит. пр.,28000
2025-04-04,центр,Лугажу 6,3,47,3/5,Лит. пр.,45500
2025-04-04,Межапарк,Эзермалас 13,2,72,2/5,Нов.,140000
2025-04-04,Ильгюциемс,Скуйенес 11,2,45,4/5,Хрущ.,32450
2025-04-04,Югла,Аудума 31,3,60,5/5,Хрущ.,68000
2025-04-04,центр,Пушкина 1,3,72,3/6,Рекон.,198000
2025-04-04,Вецмилгравис,Домбровска 43,3,63,7/9,602-я,42000
2025-04-04,Зиепниеккалнс,Озолциема 14/1,1,34,1/10,Нов.,49800
2025-04-04,Иманта,Талавас Г. 3,3,60,3/5,Лит. пр.,49900
2025-04-04,центр,Бирзниека-Упиша 20A,1,18,6/7,Нов.,65000
2025-04-04,центр,Бирзниека-Упиша 20A,2,28,6/7,Нов.,85000
2025-04-04,Мангали,Ледургас 10,1,30,2/2,Дов. дом,9876
2025-04-04,центр,Клияну 16,2,54,3/10,Нов.,115000
2025-04-04,Ильгюциемс,Гара 23,2,48,1/5,Лит. пр.,33700
2025-04-04,Вецмилгравис,Вецмилгравья 6 л. 2,3,75,4/4,Сталинка,64700
2025-04-04,Золитуде,Анниньмуйжас 7,2,76,11/13,Нов.,112000
2025-04-04,Гризинькалнс,Звайгжню 13,1,25,1/5,Дов. дом,42000
2025-04-04,Межциемс,Межциема 23,3,74,4/16,Спец. пр.,115000
2025-04-04,Межциемс,Кайвас 50/1,2,46,5/5,Нов.,95000
2025-04-04,Кенгарагс,Вишкю 23,1,28,1/5,Лит. пр.,35000
2025-04-04,Дарзциемс,Убелес 5/1,1,44,5/11,Спец. пр.,69000
2025-04-04,Агенскалнс,Кристапа 10,1,12,1/5,М. сем.,18000
2025-04-04,центр,Авоту 5,4,81,1/1,Дов. дом,39900
2025-04-04,Плявниеки,Руденс 8,3,62,1/9,602-я,52000
2025-04-04,Торнякалнс,Дикя 2,2,52,1/2,Дов. дом,60000
2025-04-04,Вецмилгравис,Каву 1a k-1,3,59,2/2,Спец. пр.,50000
2025-04-04,Кенгарагс,Латгалес 273/4,1,30,1/5,Лит. пр.,30000
2025-04-04,центр,Казарму 2a,1,30,3/4,Дов. дом,59000
2025-04-04,центр,Авоту 16,2,49,1/2,Дов. дом,68000
2025-04-04,Иманта,Клеисту 18,2,50,2/5,Лит. пр.,47000
2025-04-04,центр,Латгалес 121,3,47,3/6,Рекон.,79000
2025-04-04,центр,Чака 72,2,35,4/4,Рекон.,91000
2025-04-04,Югла,Маркалнес 5,1,17,2/5,Спец. пр.,19900
2025-04-04,Плявниеки,Салнас 4,2,51,4/9,602-я,660001
2025-04-04,Межциемс,Эйзенштейна 69,2,50,7/9,602-я,43000
2025-04-04,Тейка,Раунас 58 k-3,1,37,1/3,Сталинка,34000
2025-04-04,Пурвциемс,Буртниеку 33,1,19,2/5,Спец. пр.,22000
2025-04-04,центр,Вагону 31,2,56,3/3,Спец. пр.,71800
2025-04-04,центр,Стабу 50,2,63,1/6,Дов. дом,111000
2025-04-04,Мангали,Бриежу 9,4,68,6/6,Нов.,175000
2025-04-04,Кенгарагс,Латгалес 121,3,47,2/6,Рекон.,79000
2025-04-04,Иманта,Клеисту 21,2,49,9/9,602-я,49500
2025-04-04,р-он,ул. Латгалес Ерсикас 21,3,47,2/6,Рекон.,79000
2025-04-04,центр,Латгалес 121,3,47,2/6,Рекон.,79000
2025-04-04,Аплокциемс,Бриежу 9,4,68,6/6,Нов.,175000
2025-04-04,центр,Петерсалас 4a,2,36,2/2,Дов. дом,56000
2025-04-04,Иманта,Даммес 1,2,49,2/9,602-я,47000
2025-04-04,Агенскалнс,Кристапа 2,3,56,2/2,Рекон.,165000
2025-04-04,Межциемс,Кайвас 33 k-1,4,118,3/4,Нов.,257550
2025-04-04,Югла,Бривибас 373,2,41,4/5,Хрущ.,37000
2025-04-04,центр,Дзирнаву 9,2,61,2/3,Дов. дом,134000
2025-04-04,центр,Антонияс 22,3,93,1/6,Дов. дом,185000
2025-04-04,Ильгюциемс,Риексту 10,2,38,1/5,Лит. пр.,35500
2025-04-04,Ильгюциемс,Скодас 4,2,38,2/5,Лит. пр.,34000
2025-04-04,центр,Дайнас 10A,2,41,2/7,Нов.,139990
2025-04-04,центр,Экспорта 8/2,2,40,1/2,Дов. дом,79990
2025-04-04,Тейка,Бривибас 229,2,42,1/5,Хрущ.,38490
2025-04-04,Межапарк,Виестура пр. 9,4,68,6/6,Нов.,175000
2025-04-04,Иманта,Слокас 173,2,49,5/5,Лит. пр.,57000
2025-04-04,Ильгюциемс,Даугавгривас 1B,2,61,1/2,Дов. дом,28000
2025-04-04,Межциемс,Бикерниеку 5,3,63,5/5,Нов.,156800
