Date,District,Street,Rooms,m2,Floor,Serie,Price
2025-04-12,Кипсала,Кипсалас 4,1,37,2/4,Спец. пр.,152900
2025-04-12,Саркандаугава,Виестура пр. 77,1,34,5/5,103-я,24500
2025-04-12,центр,Сколас 36A,2,50,1/5,Дов. дом,59900
2025-04-12,Пурвциемс,Дзелзавас 35 K-1,2,43,4/6,Нов.,83500
2025-04-12,Яунциемс,Яунциема Г. 182,1,30,5/5,Хрущ.,28000
2025-04-12,центр,Томсона 11,3,88,1/5,Сталинка,140800
2025-04-12,Пурвциемс,Стирну 49,2,45,1/5,Лит. пр.,37000
2025-04-12,Шкиротава,Дзиркалю 24,1,19,2/3,М. сем.,25750
2025-04-12,Кенгарагс,Латгалес 259 k-5,2,55,5/5,Спец. пр.,69000
2025-04-12,Кенгарагс,Вишкю 13,1,32,2/5,Лит. пр.,36500
2025-04-12,Пурвциемс,Дзелзавас 76k2,3,62,1/9,602-я,63000
2025-04-12,Тейка,Бривибас 338,2,59,7/7,Нов.,110000
2025-04-12,центр,Матиса 89-1,4,89,1/2,Дов. дом,160200
2025-04-12,Пурвциемс,Илукстес 103/1,2,47,5/9,467-я,61300
2025-04-12,р-он,ул. Латгалес Даугавпилс 49,1,24,2/5,Дов. дом,26000
2025-04-12,центр,Райня бульв. 3a,3,82,5/6,Рекон.,175000
2025-04-12,Югла,Бривибас 355,1,30,5/5,Хрущ.,33000
2025-04-12,Дарзциемс,Дарзциема 131,3,65,5/5,103-я,78000
2025-04-12,Ильгюциемс,Стурес 6,3,65,5/5,Лит. пр.,77500
2025-04-12,Зиепниеккалнс,Валдекю 126,1,36,4/9,602-я,35000
2025-04-12,Тейка,Берзпилс 3,2,41,1/5,Хрущ.,59000
2025-04-12,Агенскалнс,Слокас 21,2,54,1/2,Рекон.,121000
2025-04-12,центр,Бривибас 84,2,44,3/6,Дов. дом,70000
2025-04-12,Кенгарагс,Икшкилес 3,2,35,1/5,Хрущ.,42900
2025-04-12,Пурвциемс,Калснавас 2,1,43,1/9,119-я,45400
2025-04-12,центр,Бруниниеку 102A,1,23,1/3,Дов. дом,24000
2025-04-12,Югла,Бривибас 410A,1,36,6/12,Спец. пр.,48000
2025-04-12,Кенгарагс,Малтас 19,2,44,1/5,Лит. пр.,44000
2025-04-12,Агенскалнс,Валгума 25,4,105,2/4,Рекон.,220000
2025-04-12,Вецмилгравис,Сниега 2/3,3,68,4/5,Лит. пр.,61000
2025-04-12,Дрейлини,Каивас 1,2,41,5/5,Нов.,98000
2025-04-12,центр,Лачплеша 52-47,3,48,1/5,Дов. дом,62400
2025-04-12,Плявниеки,Плявниеку 6,2,51,7/9,602-я,66000
2025-04-12,Плявниеки,Земес 7,2,51,3/9,602-я,53000
2025-04-12,Ильгюциемс,Вайделотес 13,2,43,4/5,Хрущ.,40500
2025-04-12,Золитуде,Биезиня 7,2,61,2/10,119-я,59500
2025-04-12,Пурвциемс,Астрас 8,2,62,18/24,Нов.,160000
2025-04-12,Югла,Маркалнес 1,1,18,2/5,М. сем.,8000
2025-04-12,Зиепниеккалнс,Гимнастикас 12,3,95,1/4,Нов.,210000
2025-04-12,центр,Бруниниеку 79,3,60,2/5,Дов. дом,118000
2025-04-12,Даугавгрива,Парадес 7,2,53,4/5,103-я,38800
2025-04-12,Плявниеки,Лубанас 56,4,78,7/9,467-я,56900
2025-04-12,Саркандаугава,Аптиекас 11,2,135,1/3,Рекон.,69000
2025-04-12,Шампетерис-Плескодале,Залвес 27,1,23,1/1,Рекон.,55000
2025-04-12,Торнякалнс,Виенибас Г. 87,3,115,3/3,Рекон.,192000
2025-04-12,Межциемс,Гайльэзера 2,4,77,2/9,602-я,71000
2025-04-12,Саркандаугава,Саркандаугавас 3,2,40,1/5,Сталинка,46000
2025-04-12,Пурвциемс,Стирну 49,2,45,1/1,Лит. пр.,37000
2025-04-12,Иманта,Курземес пр. 130,1,36,7/9,602-я,42000
2025-04-12,Пурвциемс,Андромедас Г. 5a,1,42,5/5,М. сем.,34000
2025-04-12,Ильгюциемс,Стурес 7,3,60,2/5,Лит. пр.,72000
2025-04-12,р-н,ул.Краста Зилупес 1/2,2,47,3/3,Спец. пр.,37900
2025-04-12,р-н,ул.Краста Краста 17,3,72,4/6,Дов. дом,169888
2025-04-12,Чиекуркалнс,Чиекуркална 3 п. л. 25,2,54,3/9,103-я,59000
2025-04-12,Брекши,Наутрену 20,1,19,2/2,Дов. дом,13500
2025-04-12,Золитуде,Русес 5,3,80,9/9,119-я,92000
2025-04-12,Иманта,Зентенес 4,2,50,1/5,Лит. пр.,55400
2025-04-12,Иманта,Дубулту 16,3,65,2/5,Лит. пр.,73000
2025-04-12,Иманта,Дубулту 20,2,49,5/5,Лит. пр.,41000
2025-04-12,Югла,Силциема 13 k-1,3,58,5/5,Хрущ.,70000
2025-04-12,Кенгарагс,"Латгалес 266, k-2",2,47,2/5,Хрущ.,51500
2025-04-12,Иманта,Курземес пр. 58,3,60,2/5,Лит. пр.,73000
2025-04-12,Пурвциемс,Стирну 43,3,60,5/5,Лит. пр.,54000
2025-04-12,Пурвциемс,Ницгалес 36a,2,49,1/5,Нов.,119900
2025-04-12,Тейка,Бикерниеку 111,2,50,1/3,Спец. пр.,59500
2025-04-12,центр,Вагону 31,2,56,3/3,Спец. пр.,71800
2025-04-12,Золитуде,Золитудес 75,3,155,6/6,Нов.,223000
2025-04-12,Саркандаугава,Твайка 54/3,2,43,5/5,Хрущ.,35000
2025-04-12,Вецрига,Грециниеку 11,3,135,6/7,Сталинка,300000
2025-04-12,центр,Пулкв. Бриежа 8,5,163,3/6,Дов. дом,299000
2025-04-12,Плявниеки,Грестес 12,2,51,9/4,602-я,48900
2025-04-12,Иманта,Анниньмуйжас 56,3,62,1/9,602-я,62000
2025-04-12,Кенгарагс,Латгалес 256/4,2,46,1/5,Хрущ.,49000
2025-04-12,Кенгарагс,Крустпилс 73k4,1,12,2/3,М. сем.,10900
2025-04-12,р-он,ул. Латгалес Лудзас 55,1,26,3/4,Дов. дом,33000
2025-04-12,центр,Бруниниеку 79,3,60,2/5,Дов. дом,118000
2025-04-12,Тейка,Бривибас 201,1,39,3/5,Нов.,85400
2025-04-12,Межциемс,Межциема 52,2,50,1/9,602-я,46300
2025-04-12,Ильгюциемс,Лидоню 1,2,63,3/3,Сталинка,90000
2025-04-12,Вецмилгравис,Эджиня Г. 9,2,51,5/5,Лит. пр.,29000
2025-04-12,Мангали,Эзера 13A,1,25,2/2,Дов. дом,16000
2025-04-12,центр,Виландес 12,3,105,5/6,Рекон.,230000
2025-04-12,центр,Госпиталю 3,1,38,4/6,Дов. дом,33500
2025-04-12,Пурвциемс,Дзелзавас 77,3,60,8/9,467-я,50000
2025-04-12,Плявниеки,Зебиекстес 3,1,44,9/9,119-я,42000
2025-04-12,Ильгюциемс,В. Буллю 2,1,27,2/2,Дов. дом,9550
2025-04-12,Биерини,Робежу 42,1,20,1/2,Дов. дом,8880
2025-04-12,Ильгюциемс,Слокас 112,2,37,4/5,Лит. пр.,37900
2025-04-12,центр,Дзирнаву 3А,3,53,1/5,Дов. дом,134900
2025-04-12,р-он,ул. Латгалес Даугавпилс 41/2,1,20,2/5,Дов. дом,39900
2025-04-12,Межциемс,Лидума 8A,2,81,2/5,Нов.,139000
2025-04-12,Кенгарагс,Крустпилс 73k2,2,41,3/3,Хрущ.,20500
2025-04-12,Торнякалнс,Баускас 57,3,68,1/5,Нов.,136600
2025-04-12,Зиепниеккалнс,Баускас 57,3,69,3/5,Нов.,144060
